,index,genre,filename,year,old_index,source1,source2,sentence1,sentence2,score
12966,,,SMTeuroparl,2012train,,,,I also voted against a text which calls for the incorporation of the Charter of Fundamental Rights into the eventual Treaty of Nice.,I have also voted against a text that calls for the incorporation of the Charter of Fundamental Rights in the future Treaty to be adopted in Nice.,5.0
3473,,,,,,,,"""While many good people work in the telemarketing industry,"" Bush said in prepared remarks, ""the public is understandably losing patience with these unwanted phone calls, unwanted intrusions.","While he said ""many good people work in the telemarketing industry, the public is understandably losing patience with these unwanted phone calls, unwanted intrusions.",5.0
9074,3271.0,main-news,MSRpar,2012train,495,none,none,"Her lawyer Donald Levine told The Telegraph she had been offered $US250,000 to tell her story exclusively to Australian TV.","Mr Levine said she had been offered $400,000 to tell her story to an Australian TV network.",3.75
12556,,,SMTeuroparl,2012train,,,,This rule can be applied equally to all recreational but dangerous drugs when no one but the person consuming the drug is likely to be affected.,This rule can also apply to all drugs récréationnelles but dangerous as far as the consumer of drugs should be the only to run risks.,3.8
11065,5262.0,main-news,headlines,2015,771,none,none,Search ends for missing asylum-seekers,Search narrowed for missing man,1.4
8341,2538.0,main-news,MSRpar,2012test,144,none,none,"The seven other nations in the initiative are Britain, Germany, Italy, the Netherlands, Poland, Portugal and Spain.","Other nations involved in the PSI include Germany, Italy, the Netherlands, Poland, Portugal, Spain and Britain.",3.6
2031,,,,,,,,Milwaukee prosecutors charged a church minister with physical abuse in the death of an 8-year-old autistic boy who died during a healing service.,A church minister was charged yesterday in the death of an 8-year-old autistic boy who suffocated as church leaders tried to heal him at a storefront church.,5.0
13326,,,surprise.OnWN,2012test,,,,"reach an objective, attain a benchmark or goal",develop in a positive way.,2.0
10288,4485.0,main-news,headlines,2014,170,none,none,50th anniversary of JFK's death remembered,"On 50th anniversary of JFK death, Dallas holds its first memorial",4.0
11928,,,SMTeuroparl,2012test,,,,"The fishermen are inactive, tired and disappointed.","The fishermen are idle, tired and disappointed.",5.0
6776,973.0,main-captions,MSRvid,2012train,705,none,none,The man is using a sledghammer to break the concrete block that is on the other man.,A man breaks a slab of concrete that is lying on a prone man with a sledge hammer.,5.0
3347,,,,,,,,"""30 years waiting for you,"" read one banner hoisted over the crowd, as many wept tears of happiness at finally seeing and hearing their idol.","""30 years waiting for you,"" read one banner hoisted over the crowd, as many concert-goers wept tears of happiness.",5.0
335,,,,,,,,But 13 people have been killed since 1900 and hundreds injured.,Runners are often injured by bulls and 13 have been killed since 1900.,1.0
3662,,,,,,,,"""We respectfully disagreed with Massachusetts's request for fees on the basis that they did not prevail on the vast majority of their original claims,"" Microsoft spokeswoman Stacy Drake said.","""We respectfully disagreed with Massachusetts' request for fees on the basis that they did not prevail on the vast majority of their original claims.""",5.0
8164,2361.0,main-forum,deft-forum,2014,361,none,none,The people had awakened.,Because the people had awakened.,4.2
13295,,,surprise.OnWN,2012test,,,,"observe, perceive",observe with care or pay close attention to.,3.2
5770,,,,,,,,"The interview, which also focuses on Schwarzenegger's training routines and prowess as a bodybuilder, was reprinted this week on the website http://www.smokinggun.com.","The interview, which also focuses on Schwarzenegger's training routines and prowess as a bodybuilder, was re-printed this week on the Web Site www.thesmokinggun.com.",5.0
9874,4071.0,main-news,headlines,2013,399,none,none,UN observers find traces of Syrian massacre,UN team investigates Syrian massacre,4.0
7061,1258.0,main-captions,images,2014,378,none,none,The black dog is lying in the grass.,A black dog lies on the grass.,5.0
9117,3314.0,main-news,MSRpar,2012train,561,none,none,"""The recent turnaround in the stock market and an easing in unemployment claims should keep consumer expectations at current levels and may signal more favorable economic times ahead.""","The recent turnaround in the stock market and an easing in unemployment claims ""may signal more favorable economic times ahead,"" she said.",3.9330000000000003
13010,,,SMTeuroparl,2012train,,,,Either we are in a club or we are out of it and it is particularly important that we accept this.,"Either we part of the club, or we are not, and we must therefore we bow to this decision.",5.0
7773,1970.0,main-captions,images,2015,1397,none,none,A brown dog is jumping up to catch a green strap in it's mouth.,A grey dog jumps to bite a green leash.,3.2
3131,,,,,,,,"Mosel was unable to present financial statements in time due to mergers among subsidiaries and a change of accountants, the company said on Monday.","Mosel had been unable to present financial statements in time because of mergers among subsidiaries and a change of accountants, the company said yesterday.",5.0
15582,,,tweet-news,2014,,,,#New York City Ties #Doctors? #Income to #Quality of #Care,New York City Hospitals to Tie Doctors? Performance Pay to Quality Measures,3.8
3639,,,,,,,,The findings were reported online in the June 1 edition of scientific journal Nature Medicine.,The findings are published in today's edition of the journal Nature Medicine.,5.0
16116,,,tweet-news,2014,,,,"Kids can't trust anyone!! "": 50 arrested in Florida child sex sting - including several teachers: """,Teachers among 50 arrested in child sex sting,3.8
12796,,,SMTeuroparl,2012train,,,,"I call on Prague to respond to this signal, this challenge, this plea for dialogue, to grant our request and to ensure, together with our House, that this legacy of a nationalist era can be consigned to the past.","I would urge Prague to seize this sign, this invitation, this request for dialogue, to follow them up, and to ensure that, together with this House, these relics of a nationalist era can be abandoned.",4.5
8776,2973.0,main-news,MSRpar,2012train,32,none,none,Police launched an international hunt for Shevaun Pennington after she ran away with 31-year-old Toby Studabaker Saturday.,Shevaun Pennington disappeared on Saturday morning after arranging to meet 31-year-old Toby Studabaker.,3.0
1733,,,,,,,,The DVD-CCA then appealed to the state Supreme Court.,The DVD CCA appealed that decision to the U.S. Supreme Court.,5.0
2624,,,,,,,,"Except for a few archaic characteristics, they are as recognizable as Hamlet's poor Yorick.","Except for a few archaic characteristics, the skulls are readily recognizable.",5.0
13009,,,SMTeuroparl,2012train,,,,"Mr President, I voted for the García-Margallo y Marfil report on the taxation of electronic commerce.","Mr. President, I have voting in favour of the report García-Margallo there Marfil, which relates to the tax on the abundant services with electronic way.",4.0
7815,2012.0,main-forum,deft-forum,2014,12,none,none,Nirvana is very different than oblivion.,Nirvana is NOT oblivion.,3.6
8366,2563.0,main-news,MSRpar,2012test,192,none,none,"He was released on $3-million bail and immediately returned to Las Vegas, where he had been filming a video.","After posting $3 million bail, Jackson flew to Las Vegas, where he had been working on a video.",3.75
3471,,,,,,,,"Zulifquar Ali, a worshipper slightly wounded by shrapnel, said the assailants first targeted the mosque's security guards.","Witness Zulfiqar Ali, who was slightly wounded by shrapnel, said the attackers had focused on the mosque's guards.",5.0
13787,,,surprise.OnWN,2012test,,,,throw with force or recklessness; cast away,throw with force or recklessness.,4.25
4402,,,,,,,,"""We have found the smoking gun,"" investigating board member Scott Hubbard said.","""We have found the smoking gun,"" said Hubbard, director of NASA's Ames Research Center in California.",5.0
1168,,,,,,,,"The government began on September 1 to add the word ""Taiwan"" in English to the cover of new passport, a decision slammed by Beijing.","The government recently added the word 'Taiwan' in English to the cover of its new passports, a move slammed by Beijing.",5.0
1453,,,,,,,,Ohmer ruled the law warranted further review by the Missouri Supreme Court and would have caused irreparable harm had it taken effect Saturday.,Circuit Judge Steven Ohmer ruled Friday that the law needed a further review by the state Supreme Court and would have caused irreparable harm had it taken effect Saturday.,5.0
