,score,#1 sentence,#2 sentence
2966,5.0,Prosecutors said PW Marketing violated the state's 1998 anti-spam law by sending unsolicited e-mail without a toll-free number for recipients to call to stop additional mailings.,Prosecutors said PW Marketing violated the 1998 anti-spam law because these unsolicited e-mails were sent without a free call number for recipients to phone to stop additional mailings.
2967,5.0,"They were released to authorities after officers delivered the soda to the gunman, using a long stick to pass the six-pack through a door.","They were released to authorities after officers delivered a six-pack of Dr Pepper to the gunman, using a long stick to pass the soda through a door."
2968,0.0,"The children were last seen July 4 at a fireworks display in Concord with their father, Manuel Gehring.","Authorities believe the children, who were last seen with their father at a fireworks display in Concord on July 4, are dead."
2969,0.0,The hall will be home to the Los Angeles Philharmonic and the LA Master Chorale.,The Los Angeles Master Chorale and the Los Angeles Philharmonic Brass Ensemble also performed.
2970,0.0,The Neighbours star and singer spent yesterday resting at her family home in Sydney and will have more tests today.,Goodrem spent yesterday resting in her family home in Sydney and will have more tests today to determine her exact treatment.
2971,5.0,Kerry Kennedy Cuomo and Andrew Cuomo have been married 13 years.,Andrew Cuomo and Kerry Kennedy were married 13 years.
2972,5.0,"The Senate majority leader, Bill Frist, Republican of Tennessee, said he hoped Congress would finish work on the legislation by the end of September.","The Senate majority leader, Bill Frist, R-Tenn., said he hoped Congress would finish work on the legislation by late September."
2973,0.0,"The crime report surveyed 11,600 police and law enforcement agencies nationwide.",The report details crime reported to law enforcement agencies statewide.
2974,0.0,"The state wants to lower wolf numbers in approximately a 1,700-square-mile area near the village of McGrath.","The state wants to kill the wolves in approximately a 1,700-square-mile area near McGrath to establish a moose nursery of sorts."
2975,5.0,It was expected to raise the $90 million McGreevey expected.,The tax is expected to raise $90 million.
2976,0.0,"The 3 rd Armored Cavalry Regiment is 5,200 strong and the largest combat unit at Fort Carson.","Broomhead, 34, was assigned to the 2nd Squadron, 3rd Armored Cavalry Regiment."
2977,5.0,"O'Donnell wrote in her autobiography, ""Find Me,"" that she was ""an abused child.""","In her autobiography, ""Find Me,"" O'Donnell wrote, ""I was an abused kid."
2978,5.0,"The risk of inflation becoming undesirably low remains the predominant concern for the foreseeable future, the Fed said in a statement accompanying the unanimous decision.","The risk of inflation becoming undesirably low remains the predominant concern for the foreseeable future, the policy-setting Federal Open Market Committee said."
2979,0.0,"The poll, conducted by KRC Communications Research of Newton, was taken Wednesday and Thursday.",The poll of 405 registered Massachusetts voters was conducted Wednesday through Friday by RKM Research and Communications.
2980,0.0,"It is bad for Symbian, said Per Lindberg, analyst at Dresdner Kleinwort Wasserstein.","Motorola has displayed clear disloyalty to Symbian, said Per Lindberg, an analyst at Dresdner Kleinwort Wasserstein in London."
2981,5.0,Pressure also came last night from religious circles as three Anglican bishops said it was time for their former colleague to step down.,The pressure on Peter Hollingworth to resign as Governor-General intensified last night as three Anglican bishops said it was time for their former colleague to step down.
2982,5.0,"The attack on the al-Rashid Hotel, during the visit of Deputy Defence Secretary Paul Wolfowitz underscores the nature of the problem.","The attack on the Rashid Hotel on Sunday, during the visit of the deputy secretary of defense, Paul D. Wolfowitz, underscores the nature of the problem."
2983,5.0,"He would often call me for advice, said Ronald L. Kuby, a friend and well-known lawyer who had represented him in the harassment case.","He would often call me for advice, said lawyer Ron Kuby, a friend who had represented him in court."
2984,5.0,"The United States wants the measure passed by June 3, when the oil-for-food program needs to be renewed.","The Bush administration wants the measure approved by June 3, when the existing oil-for-food program is up for renewal."
2985,5.0,"Police spokesman Brig. Gen. Edward Aritonang confirmed Saturday that another two had been arrested, one in Jakarta and another in Magelang, Central Java.","Brigadier General Edward Aritonang, a police spokesman, confirmed yesterday that another two had been arrested, one in Jakarta and another in Magelang, Central Java."
2986,5.0,"Late last year, for example, more than 1800 US soldiers were placed in Djibouti to conduct counter-terrorism operations in the Horn of Africa.","Since late last year, for example, more than 1,800 members of the American military have been placed in Djibouti to conduct counterterrorism operations in the Horn of Africa."
2987,0.0,"I think it should have been released years ago, said Brian Rohrbough, whose son, Daniel, was killed at Columbine.","Brian Rohrbough, whose son, Daniel, was killed at Columbine, said the tape raises disturbing issues."
2988,0.0,"The bureau report shows significant increases in uninsured rates occurred among whites, blacks, people 18 to 24, and middle- and higher-income earners nationwide.","Reflecting the broad scope of the recession and its aftermath, significant increases in uninsured rates occurred among whites, blacks, people 18-to-64, and middle- and higher-income earners."
2989,0.0,"Bob Richter, a spokesman for House Speaker Tom Craddick, had no comment about the ruling.","Bob Richter, spokesman for Craddick, R-Midland, said the speaker had not seen the ruling and could not comment."
2990,0.0,"The technology-laced Nasdaq Composite Index <.IXIC> added 8.27 points, or 0.51 percent, to 1,633.53.","The broader Standard & Poor's 500 Index .SPX crept up 4.3 points, or 0.44 percent, to 980.52."
2991,5.0,Carlow and his group peddled drugs by forging paperwork showing the shipments' prior owners.,The network peddled drugs by forging paperwork showing prior owners of the shipments.
2992,0.0,A spokesman for the U.S. Attorney's Office in Atlanta also refused to comment.,Coca-Cola announced Friday morning that the U.S. Attorney's office in Atlanta has started an inquiry.
2993,0.0,"Blair has said there is not ''a shred of truth'' in allegations the government manipulated evidence, and has resisted calls for a full public inquiry.",Blair has said there is not ``a shred of truth'' in allegations that the government manipulated evidence about Iraq's weapons programs.
2994,5.0,"They were just making sure they dotted all the I's and crossed all the T's,"" said Schooff.","They were just making sure they dotted all the I's and crossed all the T's,"" said Blair Schoof, executive director of music for AOL Europe."
